topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31
RP1-60O19.1,SRI,PAPOLA,PTGIR,GAS2L1,LACE1,PRMT3,HNRNPF,ZDHHC24,FAM129B,SF3A3,POTEKP,RIOK1,SRPK2,LIFR,USMG5,TMEM117,GRN,RBPMS,SGK1,LRAT,CUBN,RPE,VWA8,ADNP2,MDM4,AGK,RNGTT,LAMC2,BRAF,UQCC1,RNF183
ZNF680,MRPS35,NMI,UBE2J2,RPL36A-HNRNPH2,CSTB,TMEM229B,RP11-548H18.2,LOXL2,CEP170,IFT88,TRAPPC3,HP1BP3,USP44,ABI1,ZDHHC13,CELSR2,OFD1,SZT2,GUCY1B2,CTTNBP2NL,CARS,NXPE3,PBX4,CTH,SMN2,BCLAF1,LATS1,DDX55,GPR155,FZR1,TARSL2
MYOM2,TMEM255B,BAZ2B,CCDC58,NSF,SERPINB8,SACM1L,RBM15B,MRM3,TEX9,C15orf53,ST3GAL4,FAM83F,THSD1,GIGYF2,AATK,VPS72,TCOF1,HES1,ANXA1,ABL1,SERPINI2,AP1G1,SLC6A4,BDP1,DNTTIP2,FOXN3,IL13RA1,CEP72,C9orf24,DENND3,PDE2A
TGFBRAP1,BDH2,QRSL1,U2AF1,CNTRL,BRWD1,CPEB1,CD84,SOX9-AS1,PRKCA,ZDHHC23,XPO4,BMPR1B,CAPN11,LPIN3,SNRNP35,CHRNA5,PILRA,PSMA4,NEK10,COPS7A,ADCY4,SLCO4C1,PTGES3,UGT2B7,ITGB5,GSK3B,AZIN1-AS1,AHSA1,C6orf203,EMC4,TMEM63A
RP11-1000B6.8,ST3GAL4,CARS2,VAV2,VAV1,ZBTB25,SEPT7-AS1,MYL6,SLC20A2,PLCL2,CCDC160,KLRC1,IGF1R,NCOA2,CREB3L2,ADARB2,DNAJC22,IQCG,MET,SPRY1,ST3GAL5,UBAC1,CYB5B,SNX27,DERA,SCFD1,SNX5,LINC00683,RNF8,SPIRE2,MTUS1,RP11-696N14.1
DBNDD1,P3H3,ARF1,PKN3,TMEM67,SPG21,FAM184B,ADAMTS14,SGTA,IKZF3,STMN1,EAF2,GPR161,WTIP,SOCS7,LINC00674,RP11-18H7.1,PLEKHG1,COL6A3,PAFAH1B2,SNHG17,ALDH1L2,SCRN1,MBNL1,RIC8B,PIGH,GRAMD1A,TGIF1,IKZF4,SNAI3-AS1,TXN,ETV7
HEXB,AKR1E2,THAP9,TAOK1,SH3BGRL2,APOL1,RRP12,C1orf186,TRPC4,PIP4K2C,KLF9,PKN3,ETAA1,SUMF1,MSI1,C7orf73,TMC5,TEX11,SEMA3C,TMEM106A,ALPK1,ACTR1A,GPX7,SYNJ1,ADAMTS4,RBM4B,AC013461.1,KLHL2,COPS3,CACNB1,EFHD2,AMPH
FHL1,UQCRH,GRK5,MPZL3,ANGEL2,FERMT1,KIF2A,CMTM6,CMC1,MYO5B,RGS12,KIAA1841,CORIN,TBRG1,GRIP1,ALG1L9P,ERICH1,MRS2,PROX1,HLA-B,CARD8-AS1,NARF,LINC00863,DLC1,RP11-138I17.1,KIF4A,NUTF2,FBLN7,UBR3,HSDL2,GPT2,SYNDIG1
ACAT1,HDLBP,GS1-24F4.2,NEK8,HEPACAM2,TOX3,MAP2,CYB5R3,NIF3L1,IRS1,PPP1R16A,ZNF676,SLC22A3,N6AMT1,DEUP1,AP006621.5,EIF2B1,SPDEF,ZFPM1,ZC3H15,NDUFA10,WNT9A,CCDC34,FAM162B,MAST2,LMTK3,BCAT2,MUC4,PSMC2,NTRK3,MBD3L1,NUTF2
GLIS3,ASPHD2,SEH1L,SAFB,HERC5,WISP1,STARD7,CAT,VSIG2,ZNF160,UBXN7,HIST1H2BE,ADAM8,SNF8,RIPK4,MYLK,GPX7,THRA,FAM3C,INPP5K,ATP12A,GYG1,SERPINF1,PSMD12,GHITM,STK32B,KANK1,NARS,DDX21,AK9,PRPF39,CRISPLD2
FRMD6,NEK7,GALNT18,SHC1,CHD1,CA9,AES,ARHGEF4,FCER1G,SFXN4,HEBP1,EIF4G1,PPP1R21,LYPD5,ASAP3,DSP,SLF1,RRAS,UNC5B,CYSLTR2,UXS1,YWHAZ,CDS2,CTD-2012K14.6,PSAP,DBF4,GLIS3,MIPOL1,TNRC18,LTA4H,SOX2-OT,DNAJC12
ACAP1,AC092580.4,CD72,VPS11,KLHDC1,BBOF1,AIM1,JPH2,RB1,NDUFA12,IL17RB,ARHGEF4,C9orf64,PRKAA2,ABCC6P1,LGALS2,LNPK,METTL25,SYBU,PDE1C,CAMSAP1,SERPINB7,FXYD7,YIPF1,CTD-2554C21.2,POLR1A,NEK11,ZNF217,HNRNPAB,TFAP2A,LANCL2,AVPI1
RBM38,NOSTRIN,DENR,ADAR,ZNF264,CHL1,LIFR,C16orf45,EIF6,SLC35F1,FH,PSORS1C1,ZMYND19,VCAM1,GLI3,AAGAB,TATDN1,ZC3H4,HGSNAT,FUT10,SENP7,NEMP1,HELLS,UBR5,SHH,CNR1,LANCL1,NAA16,TBC1D25,TRMT10C,TBC1D2,TMEM254
TEX10,RAB31,PSMD4,PPP1R16A,FBXL12,ITGB1,UCHL5,MSRA,MOB1B,HHLA3,EHBP1L1,PPP2R5A,ACOX2,CAPN2,HIF3A,CCNY,MIPOL1,LPIN1,PAAF1,ATF6B,XXbac-BPG55C20.7,E2F6,RNF114,FYTTD1,DIRAS2,INTS7,METTL8,HTT,NSUN4,RASGEF1B,GSK3A,SCN7A
CLUHP3,TMEM126B,NDUFB6,C5orf45,ELK4,FMNL1,FAM8A1,IFFO1,MSN,RBM20,CTC-232P5.1,FNDC3B,FAM101A,CWC22,TRIM56,ETF1,GEMIN6,LRCH1,RABL6,MRPL45,SERF1A,MGA,YIPF4,BTG1,GNAO1,CDH22,GLO1,ADAM22,DNAJC8,DLG2,IQCG,PRUNE1
KAT6B,TSSC2,FGF1,PGLYRP2,CDO1,ZNF124,MMS22L,RAMP3,RBPMS2,GMNC,TEK,ITGA8,TIGD5,LIPH,PLRG1,LY9,PHF6,UBE2Q2,CINP,SNCAIP,ZNF740,PIGG,RP11-23E10.3,PPP5C,EIF3D,IPMK,SH3BP5,FAM107A,EXOC7,CCDC12,FN1,MRPL39
PKDCC,NSUN4,MRPL58,PSMC2,CCL28,ZNF337-AS1,TEX9,MSI1,NPR1,CDAN1,RP11-15E18.1,MCAT,OR7E14P,ZNF528,PLEKHA4,CANX,SPRY1,XPR1,COQ10B,TNFRSF10A,SCAPER,FOSL1,LLGL2,POLD2,VWF,FAXDC2,CDCA8,SRA1,PDXDC2P,SAMM50,FLVCR2,MMADHC
DPY19L2P3,DDX11,MED14,FBXO27,GTF3C2,RP11-174G6.5,ZNF837,DENND4A,C9orf85,RAB26,FBXL20,DGKH,CYP4F12,CLIC4,FSTL1,ALOX5AP,CLEC12A,MALL,ROR1,ATL2,KLHL22,THAP4,RNF40,ADAMTS4,ACTR2,TULP3,BTBD16,SC5D,AC005152.3,FHAD1,SQRDL,KCTD12
TMEM159,MFSD1,GPATCH1,LRRC56,SBDS,RP11-74J13.8,CADPS,CTD-2054N24.2,PPP1R2,RP11-371E8.4,BAZ2B,RAB11FIP2,HEATR4,APLF,STYK1,PPHLN1,C1orf127,ANKRD29,ARRDC3,SLC25A16,TOMM22,SH2B1,HMCN1,RP11-181C3.1,RNF185,DGCR14,GRTP1,BIN1,APOL1,SFI1,SMARCAL1,B3GLCT
DUS4L,TRAK1,ACTR5,PGAP3,MTHFD2L,NUFIP2,FAM66C,KLF6,XKR6,POLDIP2,MAPK1IP1L,SEMA5A,AGAP4,SIMC1,FGF10,LRRC1,HN1,DENND2D,DENND6A,RPAIN,BMP1,ZNF101,TTLL5,LETMD1,SMARCAD1,ACVR1B,GFRA3,PI4KB,TACR1,MEIS3,LUM,PDGFA
SLC26A9,NTRK3,KATNAL1,IKZF3,CTD-2012J19.3,FAM189A2,RP11-435I10.4,FAM83F,RP11-196G18.23,PKP2,RPL32P3,VAX2,NDOR1,POLH,ARHGAP4,FOXK2,CBWD3,BAP1,STX1B,ETV6,MAML1,MXRA7,HRASLS2,SAV1,ST3GAL4,ZNF710,AC093838.4,PKN3,SRSF4,CCSER2,AZIN2,ERBB3
ABCC6P1,SC5D,SMPD3,FDXR,FUK,SLC16A1-AS1,GTPBP1,TSPAN2,RAB38,PNN,ZNF76,TGFBI,ZNF100,VCPIP1,NINL,ALS2CL,ZNF254,NDUFV1,COLEC11,TMEM181,SEMA3E,CTNNA3,LTBP3,RP5-1198O20.4,PID1,OCIAD2,MARVELD2,NDOR1,PNPLA7,ACOT13,NLRX1,ACOT8
PDCD2,SLC8A1-AS1,SEPSECS,GRASP,SPPL2A,LA16c-380H5.5,GSPT1,TNRC18,DUSP11,TLE4,CLEC4E,GGT7,ZNF790,MLF1,PRPF4B,SPNS3,LINC01137,SLC16A5,GON4L,TKT,PAXBP1,TMEM255B,MUL1,ZNF207,DNAJC21,TNFRSF11B,ZNF333,ZMYM1,AGO4,FBXL17,CEP83,COTL1
PLPP2,RPS5,SRPRB,ASRGL1,LPAR3,SEMA3B,FAM83E,ATF6B,GNAO1,DNM1,PFKP,WDR74,TBC1D8,FARSA,KDM3B,PLSCR1,RAB30-AS1,CANT1,RAB5B,ZNF274,NT5M,GMFB,PAMR1,HPF1,ABL1,GP2,MSX1,KDM7A,TDG,DOCK11,CHCHD10,ABCC5
ESRRA,SMOX,POLR2H,ZYG11B,RILPL2,PIK3IP1,ICMT,PTK6,CECR1,KCNJ8,PPIL1,CTDSPL2,RP11-1023L17.1,LSM10,PFKM,ZFP62,CCL26,PAIP1,DYSF,RGS19,MEI1,AKR1B10,FZD5,FGF10,DYSF,NOL8,ERMAP,EHD2,SERP2,PPP1R21,DGCR8,PEX5
NPC2,ST6GALNAC3,XRRA1,ACOT11,AARS,GFPT2,RNFT2,PELI2,MAP2K6,TMPRSS4,ZNF577,SSB,SLC35E2,PRKX,NIPBL,HEBP1,SBNO2,ZNF320,SAE1,FMNL1,BCORL1,POTEKP,PPFIBP1,DNAJC17,RACGAP1,CCDC80,BMPER,CD200,VOPP1,DDX23,PPFIBP2,CENPU
ADD1,MAPT,UBXN2A,PLPP3,TTC22,TFB2M,EPHA2,MESDC1,PDE10A,DHX38,METTL15,FOXK2,AP001347.6,ANKRD36B,FBXO33,APPBP2,RRAGB,ZSCAN30,IL21R,CTB-171A8.1,ATPAF1,NAXD,AP1S3,ATG4C,MFSD2A,PGC,DPP10,UST,SCRG1,RTTN,SLC45A4,GANC
SULT1A2,EPHA3,PRKX,NOL9,PYGL,KLK11,ENOPH1,TBCK,PLA1A,L3MBTL4,SSBP4,PRKACB,PPP1R26-AS1,SCAMP5,FRMD5,FRYL,NID2,HYKK,RNGTT,CNN2,MED21,RP13-188A5.1,THOC3,EXOSC2,WDR20,F13A1,MIGA1,CLUH,PKNOX2,CCSER1,MIEF1,AASS
LRIG3,SLCO5A1,SCART1,ZSWIM5,VIPR1,ZBTB37,SAMD3,NR6A1,TMEM219,WDR66,SERBP1,ITGA9,RP11-528G1.2,ADAMTSL4-AS1,SULT1A1,TPD52,TTLL1,ZNF383,TRIM29,PTOV1,PFKL,FAM13A-AS1,NDUFAF6,PRDM15,ALDH1L1,PPP2R1B,SLC2A4,DCP1B,TOP1MT,SLFN12L,NDUFC1,SPC25
TNFRSF11A,CCNI,ADGRF5,GMEB1,PLD3,WDR12,SUSD5,CWC25,FAM129C,AGPAT3,SLC29A4,FER,DANT2,PTPN20,AC156455.1,COBLL1,ZNF639,STMN3,JPH1,SIAE,MAML2,GRAMD1B,KCNMA1,YIPF5,ZFHX4,SNRK,ZNF107,NPM2,ZNF561-AS1,UBA6-AS1,DNAJC16,ZCCHC10
RP11-120D5.1,SDE2,KLF8,SLC45A1,TGIF1,RPS6KA3,RP11-121M22.1,GLRB,GIMAP8,FCRL3,ZDHHC14,VOPP1,LINC01278,ADGRG1,TSPAN2,TXLNG,COX4I2,CPNE1,IFT88,SECISBP2L,ISL1,RB1CC1,LARP6,NKAPP1,PRDM4,ATAD5,MYO6,EEF2,CD5,NTN4,MTHFD1L,RSPH1
KCNAB2,USP2,SRSF3,RBP7,CDH3,GRAMD4,PIGP,EIF2S3,ARL6IP6,TMEM120B,SNHG14,ELMO1,KCNMB2-AS1,VPS16,ADAM32,MTMR2,GFPT2,LINC00992,IDH1,CREB5,B3GNT2,MRPS10,ZNF483,AF064858.8,MLH3,FAM101B,ZNF418,COG7,CNN3,FMR1,CYSTM1,WASH1
TRNT1,PGC,PRDX5,LAPTM5,MRPS18B,XRN1,SNHG17,DHRS13,TBC1D9B,DAPK1,CTD-2288F12.1,TSC22D3,RP11-11N9.4,CEBPD,ZFP2,RNF215,ACAP3,MRPL22,ICOS,PIK3AP1,SH3D21,TMEM206,MRC1,ZNF367,SCO1,IFT57,PARVA,CKAP2L,NEURL3,SLC36A1,METTL5,KIF13B
SCAMP1,PDK1,CCT5,RBBP4,MIR205HG,PDSS1,ZZZ3,LINC01146,FCN3,ZNF783,MLF2,NEK8,RP11-360L9.4,LINC00885,RNH1,AP1B1,CBWD2,SLC38A7,UBE2E2,FAAHP1,RP11-705C15.3,EML1,CTNNA3,ZNF736,IRF4,NDUFS5,ZNF43,TCAF1,ZBTB41,CARHSP1,CDH13,WDHD1
SIGLEC1,RP11-632K20.7,PAQR3,TMCO4,LIMA1,POLR2H,ARAP2,JAK3,LILRB1,SLC2A1-AS1,RFX1,FAM107A,RP11-371E8.4,LINC00511,SHOC2,MANBAL,SENP7,VWA5A,PRX,RP11-548H18.2,NRDC,IGF2BP2,NMU,NSMCE4A,LCOR,NIPA1,EFCAB2,RBMX,RABL6,ATP9B,NCOR1,AOC1
PIK3R1,ATP1B3,HDAC11,TTLL10,TADA3,DNAJC22,MAOB,AP5S1,LINC01138,CERK,GPRC5C,FEM1B,CTD-2135D7.5,AC105760.2,GOT1,TSC22D1,PDPK1,SWT1,ZDHHC14,MFNG,MBNL2,ATP2A3,ZNF69,IGFBP2,APOL2,RP11-295K2.3,PKHD1L1,SERINC5,IFRD1,UBN1,LMTK3,ARHGAP44
GAB3,SENP7,BMP8A,MYSM1,SFRP4,TFR2,TUBE1,HAS2,ANP32A,MAGI1,STK40,ARHGAP11B,PHF7,RP4-625H18.2,DHX34,MAPK3,NME7,FUNDC2,RHOG,EEF2K,IQGAP1,PAFAH1B3,GRAP2,CYP27A1,CDA,HERC2,PSPHP1,CELA2B,VNN3,MITF,NPM2,ACOX3
CTD-2547G23.4,H3F3A,B3GALT5,FAM102B,UHRF1,IDUA,UPRT,UQCRH,CDKL1,SUCLG1,AC007386.2,FAM150B,GLT8D1,AC104820.2,BCR,NFKB1,C16orf74,TCP11L1,SPIRE2,AKAP10,FAM171A1,ERO1B,METTL25,PI16,DDX6,RAP1GAP2,RP1-101K10.6,USP11,HCFC2,FLJ21408,AKIP1,SIGLEC1
ZFAT,FZD4,NOX1,ZNF496,HRH2,ANXA7,RAD51C,C3orf38,CORO2B,FNBP1,SCARB1,MDM4,SLC11A1,ASB14,RP3-522D1.1,CCNG1,BRPF1,C6orf89,SHARPIN,CD5,SLC38A2,EDEM2,PNP,TMLHE,HAS2,RNF44,RP4-541C22.5,TGFB1,CCNG1,DAB2IP,CLEC4E,PIEZO1
TROVE2,VPS72,TCF3,FLVCR1,ITGAV,INTS7,KLF3,COPS8,GNPTAB,TYMP,EGLN3,PPP2R2A,AGPS,NPIPB5,CPSF3L,SRSF11,FBXO8,RP11-47L3.1,BCL2A1,RPS4Y1,LARGE1,CDIP1,RAVER2,AC004540.5,CCDC47,TRPV1,TAPT1-AS1,HRASLS2,NR3C1,FAM160A1,AGR3,TTLL5
CSNK1G2,CECR1,PXN,DENND2D,LCK,RPIA,PPARGC1A,MAPK3,FRMD4B,MYO9A,PPM1D,EPHA1-AS1,ADGRA2,SMIM3,RNF138,DPP6,TNKS,IFNGR1,DACH1,SLC38A6,AL133245.2,WDR13,LRRK1,LINC00342,APOBEC1,VPS72,UXT-AS1,ZDHHC16,MPV17,ZNF292,STAP2,PGBD1
PRDX1,PIGH,GABRP,MEMO1,NEXN,CD3D,CEP70,PTGER3,CD36,DGCR2,RP11-141M1.3,GMIP,SLC4A7,TSPOAP1-AS1,AHI1,SARAF,ZSCAN23,PITHD1,CRIPT,IL34,PYCRL,UGGT2,POLR2E,LINC00639,AKTIP,SMIM12,RP11-12G12.7,TOPORS,GLS,RP11-667K14.3,ZNF528-AS1,ST6GAL2
TTN,MROH3P,ADGRE5,CCDC138,MIR4500HG,PDXDC1,PHTF1,ZCCHC6,METTL7B,FBXL5,KIF2A,ARRDC2,MRI1,NBPF15,RP11-308D16.2,ADAMTS7,SH3YL1,ACO2,ARPP19,NAGA,NRG1,CEACAM4,NIT2,FAM13B,SLC9A8,PYM1,ME1,ZMIZ2,NCKAP1L,CBFB,ACER3,ZNF235
EFCAB6,PRICKLE3,NVL,FBXO41,KIFAP3,HCG27,SNRPB2,YY1AP1,TMEM11,ADAMTS16,ANXA13,TEX11,PSMA4,CTA-384D8.34,CSDE1,STAMBPL1,CDHR2,SMS,SLIT2,LINC00944,RP11-81H14.2,IQCE,NEURL3,PACSIN2,OPA1,PARP10,XIAP,OAF,ATP8A2,ABCC9,VGLL4,ELP6
TCL6,RP11-548H18.2,CKMT1A,SMC6,CELA2A,LINC00885,CDH11,LAMB2,GOLGA8B,ATG9B,MANBA,DCK,PLEKHA5,SYNRG,RBP7,NCOR1,UNG,TIMM50,CLEC17A,CH507-9B2.3,TMEM136,ENG,ZNF148,FOXRED1,DIRC3,CTR9,CORO2B,SLC9A8,FAM189A2,HDLBP,CYP3A4,FAM217B
DCTN1,SAP18,LINC00926,SGCB,PDCD2,GNPTG,IGSF1,DFNB59,POT1,EWSR1,TFDP2,FOXA3,OPN3,CALCOCO1,SNRNP35,GREB1L,LAT2,RASIP1,LINC01550,FAM76A,TSPAN32,DDX58,KLHL36,LYAR,CDC42SE2,NIFK-AS1,CNTNAP3,CTC-260E6.6,SNAPC4,SORBS3,FAM150A,FXYD7
PAG1,CCND2-AS2,TPR,ANKRD23,RMND5B,PALMD,SNF8,PABPC1,BROX,PTP4A2,ILDR1,TATDN3,MYLK,SLC7A9,BAG6,SLC37A3,KAT8,CARS,RHOU,PLEKHG1,VRK3,ARFGEF3,EPHX1,RP11-637A17.2,THADA,ALG11,UBE4A,AP1S2,SCARA5,SMAD4,FAM118B,RP11-74J13.8
CLDN10,FYN,TPX2,MSX1,SEC31B,BRMS1L,TFB2M,GLT8D2,KRBA1,MAFK,FLI1,HIVEP1,PPP2R5A,FBXO42,R3HDM1,ZMYND19,DSE,CD83,DENND6B,PRDX5,EXOC7,CLK4,SELO,ZNF343,LINC00649,MKNK2,MADD,RP11-678G14.3,RP11-404O13.5,LINC00458,RP11-697E22.2,SUV39H2
C11orf49,LSAMP,CNR1,IWS1,DCAF1,NIPAL2,DPY30,SLC39A8,ETFA,TNIP1,AKAP13,PPP4R1L,CBFB,NFE2L3,AOAH,MAP2K1,CAAP1,RASGRF2,POLR2M,TNFAIP8,ZNF121,FAM162A,CLUAP1,HNRNPM,EIF3H,MPV17,PEX7,TNFAIP1,ANKRD20A11P,STAG3,ST6GALNAC2,PGLYRP2
TCF7L2,RAB3D,SPC25,ARHGAP25,TMED8,MRPL32,NEPRO,SLC4A10,SPINT1,MPPED2,NPIPA1,QRICH2,TSG101,MON2,STIP1,CMTM8,DOCK6,EMC3,FAM214A,LIMS1,SLCO2A1,RLF,EHBP1L1,PSD4,DLGAP4,NUFIP1,AKAP1,PANK2,AC002451.3,MAPKAP1,PDE8A,HGSNAT
METTL7B,TRIM33,IL15,TDRD10,ADAMTS14,BCL10,RCHY1,MPP3,ATXN10,PSMD3,MLLT3,VPS37B,ARHGAP15,EYA2,WDR60,LAMB2,DCTN4,DCLK1,FGF1,ATL3,FANCE,ACADM,SLC25A38,ERMARD,CD72,HERC6,KLRG1,CLMP,MICU1,CD8B,RARB,API5
LINC01152,RSRC2,RMST,PBXIP1,COL5A1,MED12L,KIF27,SIAH2,CACHD1,STARD3,PDXDC2P,CEP120,RFX3,CRYBG3,UBE2L6,PAK2,B4GALNT3,ESPL1,RP11-291B21.2,PLSCR1,BAZ1B,COLEC11,ANKRD23,TULP4,ELF4,CNTNAP3B,SCAMP2,RND1,SIRT3,RHOT1,RELB,RP11-408H1.3
SNTA1,KNL1,LCP2,SLC15A2,PPARG,TMEM237,FRMD5,HMGN5,MAPT,TMEM183A,NEO1,ATAD5,CADPS2,ZNF264,ARRDC3,RAP2B,NUS1,ATP6V1G1,ZFY,CAPN8,TNFRSF9,YLPM1,ANKRD27,AKNAD1,NRK,SLFN5,WDR45B,FAM150B,KIAA1841,RICTOR,EIF3B,DBP
ITGAV,LRRC46,ARHGAP10,LRRC58,LINC01203,WDR41,STOX2,RP4-665J23.1,CD47,CMKLR1,DIS3L,ATP6AP2,EPB41L3,MYBL2,SUB1,TRAPPC6B,ATP6V0D1,TRIM29,EIF2S3,MPC1,CAB39L,SUPT7L,VPS26B,LMNB1,MOK,ADORA2B,C7orf26,CTD-2192J16.20,BEND7,ZC3H14,ANXA10,TOX2
MTDH,RP11-231C14.4,HS1BP3,LMOD1,HMGB3,MEI1,ANKRD36B,PIP4K2B,SEPT7P2,CTD-2260A17.2,UTP18,SGMS1-AS1,NOA1,CD99L2,TRIM24,PPP1R2,DISC1,BTBD16,TNS3,CWF19L1,NUP210,GNA13,ZHX3,ORC2,NOC3L,RP5-1091N2.9,RPP30,FUT8,RBM43,UCHL5,SGK1,RNFT2
CKAP2L,HN1,SORT1,ADORA1,ODC1,MIR7-3HG,CRNDE,RGS9,DHX40,LINC00662,FAM168B,PKN2,REST,DGKH,RPLP2,TYW1,HIPK1,AOX1,FNBP1L,R3HCC1,MIER3,ZFP30,TBC1D1,ZNF526,ADGRL1,SCML1,NUP205,MAOB,U95743.1,ARHGEF11,RHOQ,ZNF837
CASP4,MYADM,ARL15,NEPRO,ADGRG7,PTCH1,NR2F2-AS1,ESRRA,ERBB2,DHX9,CEP131,GBA2,DOCK3,PLA2G4C,CYB561,FAM200A,UCP2,SCAMP2,BEND6,PSMG2,PLEKHG6,UBL3,MSRB3,CA5B,PEX2,ABHD12,PAXBP1,SYP,ACIN1,PIP5K1A,FYTTD1,NDUFAF6
AP4S1,PTRH2,DPYD,CADPS,IFNGR1,TSEN15,SLC11A1,TNFRSF9,KLF13,ACSM3,GTF3C1,FMR1,ZNF302,ATP13A1,ZRANB2,FADS3,TMEM94,ATG12,APPL1,REV1,NMT2,OCRL,SLC38A1,FMNL1,CAPN5,ARPP19,STK32A,AMBP,CX3CL1,LIN52,GRHL1,CCNB2
CSTF2,H2AFV,GPANK1,PSMD6,KIAA1755,FNIP2,SLC7A9,FIG4,RRM2B,CYBRD1,SRM,METAP2,SI,CASP2,MYO18A,RP11-632K20.7,VTA1,SAP18,SAMD12,ACYP2,GKAP1,CSE1L,ACE,NAPA,MAPK1IP1L,PUM1,RSRC1,GATA3,SPDL1,SERPINI2,UCK2,OPA1
CALCOCO1,GBA3,SFT2D2,TIPARP,TIMP2,YY1,CASR,CUL4A,PTK2B,EP300,ZBTB7A,EFHD1,MCOLN1,SPIN1,AC004540.5,ZMIZ1-AS1,USP13,PLOD2,INF2,PARP14,TTC38,HIP1,TIMMDC1,MEGF8,FOXN2,CMIP,CACNA1H,CMAS,GRPEL1,NDNF,RAD21,AL163953.3
IFNGR1,SNRNP200,EDEM1,DNASE1L3,ITGA9,C21orf91,TTC38,LDLRAP1,COPS4,AKNA,CD247,KLF12,EXOC1,GPN3,CACNA2D2,AP001626.1,MECOM,SEPT14,ABCC1,ARRDC5,EXPH5,HEATR5A,PHF21A,CEP250,MMP2,RNF25,SNHG12,DNMT3A,ANO3,COLCA1,PDGFD,KCNAB2
PPP1R3F,FUNDC2,YAP1,U2SURP,ITM2A,GRN,PBX4,PRKRA,ZNF79,FAM120B,FBLN1,GNA13,ECHDC1,RNF8,PLOD3,LINC01296,PITPNM3,SON,CSPP1,ATG3,AHNAK,ASS1,OVOL2,COQ3,ADGRG6,SEPT8,LINC00853,ST3GAL2,ARGLU1,SPRED2,C2orf69,SMARCA2
PCF11,CAV2,IGSF23,MTHFD2L,CXorf36,ZNF280D,ETHE1,IL27RA,SKAP2,ASXL3,FBXL8,ZNF384,IL12RB1,TBP,TSPAN32,RP11-867G2.8,PLEK2,ZNF714,KLHL12,NISCH,UBTD1,STT3A,RAB28,LMBR1L,BRD8,PPP1R14D,AC008753.6,SMURF1,PPP1R1C,ATP12A,RPL23AP82,MPP2
NSUN5P2,IVNS1ABP,ST3GAL4,GYG1,CASP3,FAM65A,TFEB,RIC8B,ACOT13,PC,C9orf85,FAM78A,MARCH2,ERBIN,SUCO,RP11-1000B6.3,STK24,SH2B2,SYF2,GCKR,APBB1,TFCP2,SHANK3,C12orf10,INPP5D,MFSD2A,RP11-597D13.9,PTPRU,ZNF621,RNF170,MTF1,LTA4H
MRPL11,CRIPT,PARP11,WDR43,ENO4,HCK,NCBP2,ERBIN,FAM160A1,SLC22A4,CCT3,TMEM175,SMARCB1,ABTB1,PSMC1,NATD1,CNOT6,ELAVL4,CAPRIN1,TFR2,DPY19L2,HUS1,PDE6C,MTUS1,NDNF,CTC-281M20.1,ASB16-AS1,DNPEP,TRAK1,LRRFIP1,HYLS1,EIF4G1
IGDCC4,GFPT1,TCF19,SMIM12,MID1,KCTD20,AP5S1,EIF1AY,NSL1,TPX2,SLX4,PDE11A,GTPBP1,STMN1,SNX4,RP11-759A24.3,ATP13A4,COQ4,GMPR,HEMK1,TSPAN15,SMC2,OXSR1,KIAA0368,FAM19A5,MYRF,NIPAL3,CCDC178,NR2F2-AS1,TUBGCP3,SNHG5,NFATC1
MYH10,HID1,SLC39A8,MEAF6,PLPP4,RTN4IP1,PUDP,ARID4A,SP1,ARHGAP28,AGAP12P,SLC27A1,HMGXB4,RAB3GAP2,LDB3,ADRB1,PAICS,TMEM223,PID1,FHOD3,FAM117A,PPP3CA,WDR66,GPSM1,C10orf128,CHMP2A,M6PR,MDM1,RP11-438J1.1,PTRH2,F11-AS1,MAP7
PYROXD2,SLCO3A1,SH3GL1,RPN1,LSM14A,ACYP2,WDR33,IMMP1L,TGM2,CYB5R3,SV2B,DIAPH1,TNRC6B,SCPEP1,ANXA13,TYW3,KLHL8,KCNS3,EPB41L1,SCEL,ZFPM1,MPZL2,GTSE1,FECH,DHX34,GALNT5,HIVEP2,LRRC29,ZNF343,GXYLT1,GTF2IP20,HTR7
SAFB,IGFBP2,HIKESHI,SENP2,YTHDC2,KIF5B,EGF,PDP1,ZNF407,PSMB5,SH3D21,TMEM254,RBX1,LY9,DYNC1LI2,OSBPL5,WDR78,FAM91A1,CTSC,DUSP10,SAMD5,CCDC102B,AC097724.3,MR1,GLUL,CBLC,USP2,HNF1A,RGS4,MSS51,MVP,INTS4
TRIQK,EMP3,KBTBD2,PRKCD,MRPL18,LRRC69,CREB3L1,MAGED1,LAMC2,WFS1,SOX9-AS1,SCEL,PSMC6,VPS13C,RPL36A-HNRNPH2,CSK,NRG1,HSF1,SMARCAL1,PLEKHS1,TSPAN14,SLC26A2,PYROXD2,DIRC3,ABCD4,TKT,FAM65A,GSTK1,BORA,ASCC2,CD44,ADGRF4
